email;dem_inviata;dem_consegnata;dem_aperta;li_annuncio_reach;li_annuncio_interazione;li_recap_reach;li_recap_interazione;visita_stand;giorno_visita;visualizzazioni;scroll;accesso_sala_vip;risposte_wordcloud;presenza_simposio;permanenza_min;focus_rate;quiz_completati
manuela.marchetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanna.barbieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
elena.romano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulia.ruggiero@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudio.gentile@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
chiara.antonelli@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
federica.cattaneo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giacomo.agostini@example.org;true;true;true;false;false;false;false;true;2025-10-16;1;0;false;0;true;32;0.6325;2
sofia.toscano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.neri@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
raffaella.bernardi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.mazza@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giovanna.salerno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
silvia.vitale@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.esposito@example.org;true;true;true;false;false;false;false;true;2025-10-16;5;2;true;3;false;;;0
michela.salerno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberto.ferrari@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.cerri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
cristina.messina@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vittorio.cattaneo@example.org;true;true;true;true;false;false;false;true;2025-10-17;4;1;true;0;false;;;0
cristina.pisani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.antonelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sabrina.mancini@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.cardone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.fumagalli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marta.piras@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
ilaria.poli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.moretti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
emanuele.rossetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
emanuele.bianco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.ruggiero@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lucia.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.colombo@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
davide.greco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.ferrara@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesco.cristofaro@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giuseppe.longo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.barbieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
alessandro.lombardi@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
lorenzo.conte@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sara.desantis@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lucia.parisi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
alessandro.cerri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.grassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulio.rossi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
luca.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
barbara.pisani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.mazza@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
chiara.monaco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.zanini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
carlo.orlando@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.bassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
daniela.poli@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
stefano.montanari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.riva@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giacomo.landi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
susanna.benedetti@example.org;true;true;true;false;false;false;false;true;2025-10-17;4;1;true;3;true;41;0.6491;0
giulio.ricci@example.org;true;true;true;true;true;true;false;false;;0;0;false;0;false;;;0
roberta.milani@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
giorgio.melchiorre@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.riva@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.iacobelli@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.moretti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanni.abbate@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
roberto.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
paola.messina@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federica.guerra@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.monaco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.pellegrini@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
viola.franco@example.org;true;true;true;false;false;false;false;true;2025-10-15;2;1;false;0;false;;;0
roberto.cavallo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.landi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.poli@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
tommaso.zanini@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
angela.milani@example.org;true;true;true;false;false;false;false;true;2025-10-15;2;2;false;0;false;;;0
tommaso.giuliani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
alessandro.galli@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulio.pellegrini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulio.cardone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.esposito@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
samuele.serra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberto.vitale@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;true;45;0.7090;1
francesco.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.grassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.morelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
matteo.ferrara@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.caruso@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gabriele.parisi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
luca.zanetti@example.org;true;true;true;true;true;true;true;false;;0;0;false;0;false;;;0
martina.iacobelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
stefano.poli@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
carlo.fiore@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgia.martini@example.org;true;true;true;true;true;true;true;false;;0;0;false;0;false;;;0
giuseppe.negri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
cristina.rossetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanni.ferrari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sara.morelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.grassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
martina.testa@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.franco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.agostini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.bacci@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
tommaso.orlando@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.toscano@example.org;true;true;true;false;false;false;false;true;2025-10-17;4;0;true;4;false;;;0
filippo.martelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
michela.giordano@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.nardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulia.gentile@example.org;true;true;true;false;false;false;false;true;2025-10-18;3;0;false;0;false;;;0
vittorio.longo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mauro.volpe@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.palmieri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
laura.ferrara@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lorenzo.mariani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.ferrara@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.rizzo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sara.leone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
irene.balestra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.bernardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.fabbri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.esposito@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.vitale@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
andrea.leone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
massimo.monaco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
susanna.santoro@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;true;53;0.7117;2
giovanni.galli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
alessandro.benedetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
emanuele.bernardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.morelli@example.org;true;true;true;false;false;false;false;true;2025-10-16;3;1;false;0;false;;;0
marco.corsi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberta.neri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.bacci@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.cristofaro@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.negri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marta.testa@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.gatti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
daniele.bonetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
monica.bianco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
matteo.longo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
martina.montanari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
irene.bruno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giuseppe.damico@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.bianchi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
michele.cristofaro@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sabrina.antonelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanna.poli@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
valentina.benedetti@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
federica.martini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.martelli@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
gabriele.toscano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
samuele.bianchi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.volpe@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.poli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
raffaella.franco@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;true;43;0.5299;2
giovanna.bianco@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
gabriele.pellegrini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.antonelli@example.org;true;true;true;false;false;false;false;true;2025-10-16;2;2;false;0;true;42;0.6828;1
samuele.silvestri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vittorio.orlando@example.org;true;true;true;false;false;true;false;false;;0;0;false;0;false;;;0
giulio.balestra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
beatrice.donati@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
matteo.mazza@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.caruso@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
monica.colombo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.fabbri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.neri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.ruggiero@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.rossetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valeria.cardone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marta.negri@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;true;37;0.7238;1
massimo.pisani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
riccardo.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sara.bellini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sofia.grassi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.cattaneo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.bonetti@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
sofia.neri@example.org;true;true;true;true;false;true;false;false;;0;0;false;0;false;;;0
anna.marchetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.parisi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.marchetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulia.manfredi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
margherita.martelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mauro.zanetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
maria.monaco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lucia.ruggiero@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
susanna.vitale@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.cattaneo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.denicola@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
nicola.abbate@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giacomo.rizzo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
nicola.russo@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.montanari@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.giordano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marco.salerno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giorgia.ariemma@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
davide.rossetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gabriele.cavallo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudio.greco@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.denicola@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
andrea.melchiorre@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.gallo@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
alessandro.sanna@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
silvia.riva@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.sala@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
andrea.pellegrini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vittorio.martini@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
gianluca.denicola@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giovanni.zanetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vittorio.bassi@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
susanna.toscano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
carlo.costa@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
nicola.sartori@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;true;39;0.8055;2
maria.antonelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
carlo.testa@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.martini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valeria.melchiorre@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.leone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sofia.mariani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
caterina.benedetti@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.sala@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sofia.fabbri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
lorenzo.greco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
beatrice.bonetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vittorio.giuliani@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
luigi.bianco@example.org;true;true;true;false;false;true;false;false;;0;0;false;0;false;;;0
valentina.bonetti@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
barbara.bianco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
teresa.abbate@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.marchetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudio.volpe@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
nicola.rossi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
vincenzo.gentile@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
teresa.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
marta.gatti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberta.antonelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valentina.lombardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
riccardo.desantis@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
emanuele.giordano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giovanni.cavallo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.ruggiero@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
barbara.melchiorre@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
susanna.lorenzi@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
tommaso.antonelli@example.org;true;true;true;false;false;true;false;false;;0;0;false;0;false;;;0
valentina.neri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
serena.pesce@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
angela.sorrentino@example.org;true;true;true;true;false;false;false;true;2025-10-18;4;3;false;0;false;;;0
davide.lombardi@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
serena.farina@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.pellegrini@example.org;true;true;true;true;true;true;true;true;2025-10-15;3;0;false;0;false;;;0
tommaso.ariemma@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
federico.caruso@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.innocenti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
rosanna.pellegrini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
maria.ariemma@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
antonio.nardi@example.org;true;true;true;false;false;false;false;true;2025-10-15;3;1;false;0;false;;;0
anna.bernardi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
luca.bianco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
davide.desantis@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
laura.longo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
carlo.marini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudio.esposito@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
irene.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
luigi.abbate@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesco.damico@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
simone.bassi@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
teresa.martelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
ludovica.desantis@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.vitale@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valeria.moretti@example.org;true;true;true;false;false;false;false;true;2025-10-16;2;2;false;0;true;54;0.6350;2
lorenzo.cardone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
manuela.cristofaro@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
paola.denicola@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
monica.mazza@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
riccardo.bianco@example.org;true;true;true;true;false;false;false;false;;0;0;false;0;false;;;0
barbara.morelli@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
emanuele.bonetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
jacopo.iacobelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sabrina.morelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
elisa.denicola@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
luigi.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sara.ferretti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.mancini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
enrico.morelli@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
anna.perini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudio.carbone@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
matteo.landi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giulio.colombo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gianluca.ferrara@example.org;true;true;true;false;false;true;true;false;;0;0;false;0;false;;;0
vincenzo.donati@example.org;true;true;true;true;false;true;true;false;;0;0;false;0;false;;;0
carlo.gallo@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
chiara.toscano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
sofia.benedetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
chiara.giuliani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
filippo.giuliani@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
luigi.salerno@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesca.vitale@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
mariangela.valente@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
giuseppe.benedetti@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
simone.pisani@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
pietro.marchetti@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
viola.balestra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gabriele.ferrara@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
giorgio.bassi@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
francesco.bruni@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
martina.franco@example.org;true;true;true;false;false;false;false;false;;0;0;false;0;false;;;0
ilaria.ariemma@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
elisa.sartori@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
enrico.martini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
claudia.martini@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
silvia.greco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
elena.sala@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
nicola.balestra@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
valeria.cirillo@example.org;true;false;false;false;false;false;false;false;;0;0;false;0;false;;;0
paolo.silvestri@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
gianluca.romano@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
roberto.monaco@example.org;true;true;false;false;false;false;false;false;;0;0;false;0;false;;;0
